id	x	y	distance	vx	vy
1888	1291.8193210142822	877.8422011114084	2.1910630893667022	1289.650279218384	877.5323379977086
1889	298.3981784928649	878.4619273388079	29.994365275849727	281.9754334667778	903.560839548488
1890	1066.23897424086	878.4619273388079	6.150607189318137	1070.8869209463562	882.4901478169047
1891	367.8075159616102	879.0816535662074	19.34598283120288	384.23026098769725	889.3071363182993
1892	470.6820697099291	879.0816535662074	13.947282615027204	484.62590982641814	878.7717904525076
1893	1049.5063661010731	879.0816535662074	8.508549965811328	1051.0556816695719	870.7153494963139
1894	1153.0006460767916	879.0816535662074	2.665543292303847	1154.5499616452903	881.2506953621056
1895	74.67701040164116	879.7013797936069	26.65903476521795	83.66304069893408	904.800292003287
1896	246.9609016187054	879.7013797936069	2.805929834653798	246.65103850500566	876.912611770309
1897	984.4351122241244	880.3211060210064	32.33581567137736	1015.1115604804002	870.0956232689144
1898	1027.81594814209	880.9408322484059	13.974792074921691	1028.7455374831895	866.9969921319168
1899	1231.08615072913	881.5605584758054	0.4382126178734208	1230.7762876154302	881.8704215895052
1900	725.3895491711285	882.180284703205	21.490297061802423	716.4035188738355	901.7016608662896
1901	325.0464062710439	882.8000109306045	18.82274955114164	331.5535316587388	900.4622084114906
1902	689.4454279819568	882.8000109306045	9.847603806207124	679.8396714572643	880.6309691347061
1903	1167.8740755343797	882.8000109306045	3.7440902483553242	1166.324759965881	879.3915166799071
1904	1186.465862356365	882.8000109306045	16.21386686131416	1197.9307975632562	871.3350757237134
1905	1209.395732770147	884.0394633854035	4.658264024973892	1209.0858696564474	879.3915166799071
1906	398.17410110418626	885.2789158402024	12.55614889360843	386.0894396698958	888.6874100908998
1907	1060.0417119668648	886.5183682950016	10.884975615587148	1070.8869209463562	885.5887789539022
1908	906.9693337991854	887.138094522401	5.420390729910792	902.321387093689	884.3493264991032
1909	482.45686803051984	888.3775469772	7.079541503441529	485.2456360538177	881.8704215895052
1910	667.1352837955743	888.3775469772	11.23227074506602	677.3607665476663	883.7296002717037
1911	307.69407190385755	888.9972732045995	23.488359829613323	326.59572183954265	902.9411133210886
